nr,year,ag,black,bus,con,ent,exper,fin,hisp,hlth,hours,man,mar,min,nc,ne,occ1,occ2,occ3,occ4,occ5,occ6,occ7,occ8,occ9,per,pro,pub,rur,s,school,tra,trad,union,wage
2312,1984,0,0,1,0,0,6,0,0,0,2340,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,2.17656489
2312,1985,0,0,1,0,0,7,0,0,0,2555,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,2.07110307
2312,1986,0,0,0,0,0,8,0,0,0,2280,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,2.401301066
2312,1987,0,0,1,0,0,9,0,0,0,2080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,2.342917012
2314,1980,0,0,0,0,0,5,0,0,1,2080,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,12,0,0,0,2.035786232
2314,1981,0,0,0,0,0,6,0,0,0,2440,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,1.929380847
2314,1982,0,0,0,0,0,7,0,0,0,3040,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,12,0,0,0,1.898800408
2314,1983,0,0,0,0,0,8,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,12,0,0,0,2.088315582
2314,1984,0,0,0,0,0,9,0,0,0,2080,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,1,2.023472971
2314,1985,0,0,0,0,0,10,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,12,0,0,1,2.011084234
2314,1986,0,0,0,0,0,11,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,12,0,0,1,2.07439828
2314,1987,0,0,0,0,0,12,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,12,0,0,1,2.055234939
2329,1980,0,0,0,0,0,1,0,0,0,1370,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14,0,1,0,1.379098453
2329,1981,0,0,1,0,0,2,0,0,0,2058,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14,0,0,0,1.763172012
2329,1982,0,0,0,0,0,3,0,0,0,1644,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14,0,1,0,2.108060519
2329,1983,0,0,0,0,0,4,0,0,0,1990,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14,0,1,0,1.811384915
2329,1984,0,0,0,0,0,5,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14,0,1,0,1.743171006
2329,1985,0,0,0,0,0,6,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14,0,1,0,1.947356978
2329,1986,0,0,0,0,0,7,0,0,0,2500,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14,0,1,0,2.13733552
2329,1987,0,0,0,0,0,8,0,0,0,3081,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14,0,1,0,1.812896171
2335,1980,0,0,0,0,0,5,0,0,0,1845,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12,0,1,0,1.567888183
2335,1981,0,0,0,0,0,6,0,0,0,2060,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12,0,1,0,1.539057116
2335,1982,0,0,0,0,0,7,0,0,0,2080,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12,0,1,0,1.285038257
2335,1983,0,0,0,0,0,8,0,0,0,2080,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,0,1,0,1.437728016
2335,1984,0,0,0,0,0,9,0,0,0,2040,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,0,1,0,1.762589092
2335,1985,0,0,0,0,0,10,0,0,0,2080,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,12,0,0,0,1.514647348
2335,1986,0,0,0,0,0,11,0,0,0,2080,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,1.494579785
2335,1987,0,0,0,0,0,12,0,0,0,2080,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,1,0,0,1.301463137
2341,1980,0,0,0,0,0,2,0,0,0,2298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11,0,1,0,0.902041178
2341,1981,0,0,0,0,0,3,0,0,0,2448,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,1,0,1,1.078809661
2341,1982,0,0,0,0,0,4,0,0,0,1970,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,1,0,1,1.562516159
2341,1983,0,0,0,0,0,5,0,0,0,1824,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,1,0,1,1.844167309
2341,1984,0,0,0,0,0,6,0,0,0,1976,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,1,0,1,1.905689936
2341,1985,0,0,0,0,0,7,0,0,0,1976,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,1,0,1,2.062377529
2341,1986,0,0,0,0,0,8,0,0,0,1935,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,1,0,1,2.166461475
2341,1987,0,0,0,0,0,9,0,0,0,1924,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,1,0,1,2.360253931
2351,1980,0,1,0,1,0,2,0,0,0,2080,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,0,0,0,1.224856015
2351,1981,0,1,0,0,0,3,0,0,0,1728,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,0.934639871
2351,1982,0,1,0,0,0,4,0,0,0,1992,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,1.10512344
2351,1983,0,1,0,1,0,5,0,0,0,1556,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,0,0,0,1.440295412
2351,1984,0,1,0,1,0,6,0,0,0,1880,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,0,0,0,1.208278356
2351,1985,0,1,0,1,0,7,0,0,0,2080,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,0,0,0,0.95503156
2351,1986,1,1,0,0,0,8,0,0,0,280,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,1.554003206
2351,1987,0,1,0,1,0,9,0,0,0,2000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,0,0,0,1.49483453
2386,1980,0,0,0,0,0,2,1,1,0,1470,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1.197268059
2386,1981,0,0,0,0,0,3,0,1,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,1,1,0.629585699
2386,1982,0,0,0,0,0,4,0,1,0,1753,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0.583803698
2386,1983,0,0,0,0,0,5,0,1,0,1490,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0.925409855
2386,1984,0,0,0,0,0,6,1,1,0,2070,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1.112001526
2386,1985,0,0,0,0,0,7,1,1,0,1982,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1.07561368
2386,1986,0,0,0,0,0,8,1,1,0,2058,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1.476225505
2386,1987,0,0,0,0,0,9,1,1,0,2348,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1.528573823
2401,1980,0,0,0,1,0,5,0,0,0,2350,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,1,1.186690065
2401,1981,0,0,0,1,0,6,0,0,0,1950,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,1,1.306251653
2401,1982,0,0,0,0,0,7,0,0,0,1640,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,1,1,1.735641495
2401,1983,0,0,0,0,0,8,0,0,0,2322,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,1.682248113
2401,1984,0,0,0,0,0,9,0,0,0,2579,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,1,1.872977659
2401,1985,0,0,0,0,0,10,0,0,0,2220,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,1,1.905983075
2401,1986,0,0,0,0,0,11,0,0,0,1920,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,1,1,2.026607617
2401,1987,0,0,0,0,0,12,0,0,1,2740,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,2.006702363
2413,1980,0,0,0,0,0,4,0,0,0,2228,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,1,2.185739004
2413,1981,0,0,0,0,0,5,0,0,0,2104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,1,2.190016575
2413,1982,0,0,0,0,0,6,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,1,1,2.189256408
2413,1983,0,0,0,0,0,7,0,0,0,2230,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,1,2.1020635
2413,1984,0,0,0,0,0,8,0,0,0,2460,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,1,2.143361587
2413,1985,0,0,0,0,0,9,0,0,0,2285,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,1,2.113796398
2413,1986,0,0,0,0,0,10,0,0,0,2098,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,1,1,2.179110349
2413,1987,0,0,0,0,0,11,0,0,0,2080,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,1,2.28229239
2421,1980,1,0,0,0,0,3,0,0,0,2675,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,0,0,0,1.378739637
2421,1981,1,0,0,0,0,4,0,0,0,3920,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,0,0,0,1.049822125
2421,1982,1,0,0,0,0,5,0,0,0,3400,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,0,0,0,1.312424513
2421,1983,1,0,0,0,0,6,0,0,0,3120,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,0,0,0,1.228377787
2421,1984,0,0,0,0,0,7,0,0,0,3120,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,0,0,0,1.143549884
2421,1985,1,0,0,0,0,8,0,0,0,3540,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,0,0,0,1.266992766
2421,1986,1,0,0,0,0,9,0,0,0,4080,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,0,0,0,1.12623234
2421,1987,0,0,0,0,0,10,0,0,0,4160,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,0,1,0,1.067848286
2445,1980,0,0,0,0,0,4,0,0,0,1640,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,0,0,1,1.462527667
2445,1981,0,0,0,0,0,5,0,0,0,1532,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,1.547506955
2445,1982,0,0,0,0,0,6,0,0,0,2671,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.335057809
2445,1983,0,0,0,0,0,7,0,0,0,3364,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.219329432
2445,1984,0,0,0,0,0,8,0,0,0,1754,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1.478321935
2445,1985,0,0,0,0,0,9,0,0,0,2220,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,0,0,2.02129437
2445,1986,0,0,0,1,0,10,0,0,0,2676,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,0,0,1.734704118
2445,1987,0,0,1,0,0,11,0,0,0,3205,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,0,0,1.785409672
2451,1980,0,0,0,0,0,2,0,0,0,2496,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12,0,1,0,1.602150246
2451,1981,0,0,0,0,0,3,0,0,0,2496,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12,0,1,0,1.63475572
2451,1982,0,0,0,0,0,4,0,0,0,2496,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.739293529
2451,1983,0,0,0,0,0,5,0,0,0,2496,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.781120696
2451,1984,0,0,0,0,0,6,0,0,0,2496,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.805086605
2451,1985,0,0,0,0,0,7,0,0,0,2152,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,2.099656808
2451,1986,0,0,0,0,0,8,0,0,0,2432,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,2.066472215
2451,1987,0,0,0,0,0,9,0,0,0,2496,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.930071796
2494,1980,0,0,0,0,0,4,0,0,0,1214,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,0,1,0,0.339826064
2494,1981,0,0,0,0,0,5,0,0,0,2080,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,13,0,0,0,0.712195376
2494,1982,0,0,0,0,0,6,0,0,0,1676,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,13,0,0,1,1.144321205
2494,1983,0,0,0,0,0,7,0,0,0,2053,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,13,0,0,0,0.980790143
2494,1984,0,0,0,0,0,8,0,0,0,2570,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,13,0,0,1,1.588791415
2494,1985,0,0,0,0,0,9,0,0,0,2405,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,13,0,0,1,1.821450462
2494,1986,0,0,0,0,0,10,0,0,0,2135,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,13,0,0,1,1.964917918
2494,1987,0,0,0,0,0,11,0,0,0,2440,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,13,0,0,1,1.989130852
2508,1980,0,0,1,0,0,3,0,0,0,2080,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,1.918003196
2508,1981,0,0,0,0,0,4,0,0,0,2080,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,1.847848936
2508,1982,0,0,1,0,0,5,0,0,0,2080,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,1.973172896
2508,1983,0,0,1,0,0,6,0,0,0,2080,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2.101274727
2508,1984,0,0,0,0,0,7,0,0,0,2080,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2.045451878
2508,1985,0,0,1,0,0,8,0,0,0,2080,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,2.110339193
2508,1986,0,0,1,0,0,9,0,0,0,2300,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,2.087185736
2508,1987,0,0,1,0,0,10,0,0,0,2235,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,2.076887663
2535,1980,0,0,0,0,0,4,0,0,0,2318,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,0,1,1,1.711226272
2535,1981,0,0,0,0,0,5,0,0,0,2476,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,0,1,1,1.655593638
2535,1982,0,0,0,0,0,6,0,0,0,2128,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,1,0,0,1.680933914
2535,1983,0,0,0,0,0,7,0,0,0,2080,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,1,0,0,1.562670547
2535,1984,0,0,0,0,0,8,0,0,0,2080,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,0,0,0,1.641203421
2535,1985,1,0,0,0,0,9,0,0,0,2080,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,0,0,0,1.535849556
2535,1986,1,0,0,0,0,10,0,0,0,2080,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,0,0,1,1.563572657
2535,1987,0,0,0,0,0,11,0,0,0,2145,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,0,0,0,1.618998172
2540,1980,1,0,0,0,0,2,0,0,0,2399,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10,0,0,0,0.948640533
2540,1981,1,0,0,0,0,3,0,0,0,2201,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10,0,0,0,1.067386188
2540,1982,0,0,0,0,0,4,0,0,0,1995,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,0,0,1,1.275468806
2540,1983,1,0,0,0,0,5,0,0,0,1940,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10,0,0,0,1.219725864
2540,1984,0,0,0,0,0,6,0,0,0,2520,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10,0,0,0,1.069441911
2540,1985,0,0,0,0,0,7,0,0,0,2530,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,1.244687967
2540,1986,0,0,0,0,0,8,0,0,0,2600,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,1.030274177
2540,1987,0,0,0,0,0,9,0,0,0,2260,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,1.441609769
2685,1980,0,0,0,0,0,2,0,0,0,2080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,1.840041654
2685,1981,0,0,0,0,0,3,0,0,0,2080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13,0,0,0,1.798149267
2685,1982,0,0,0,0,0,4,0,0,0,2120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13,0,0,0,2.098899185
2685,1983,0,0,0,0,0,5,0,0,0,2080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13,0,0,0,2.267007371
2685,1984,0,0,0,0,0,6,0,0,0,2080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13,0,0,0,2.369423952
2685,1985,0,0,0,0,0,7,1,0,0,2080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,2.396050821
2685,1986,0,0,0,0,0,8,0,0,0,2080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13,0,0,0,2.452834716
2685,1987,0,0,0,0,0,9,1,0,0,2080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,2.577756603
2711,1980,0,0,0,0,0,2,0,0,0,2288,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,1,1,1.219386539
2711,1981,0,0,0,0,0,3,0,0,0,2848,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,1,0,1.295188813
2711,1982,0,0,0,0,0,4,0,0,0,3457,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,1,1,1.039369254
2711,1983,0,0,0,0,0,5,0,0,0,3110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,1,0,1.115515891
2711,1984,0,0,0,0,0,6,0,0,0,2751,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,1,1,1.233050759
2711,1985,0,0,0,0,0,7,0,0,0,2080,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,1,0,1.360496668
2711,1986,0,0,0,0,0,8,0,0,0,2080,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,0,0,1.57074686
2711,1987,0,0,0,0,0,9,0,0,0,2080,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,0,1,1.589145209
2718,1980,0,1,0,0,0,3,0,0,0,2080,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,11,1,0,1,2.141146747
2718,1981,0,1,0,0,0,4,0,0,0,2408,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,11,1,0,1,2.156156459
2718,1982,0,1,0,0,0,5,0,0,0,2192,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,11,0,0,1,2.262211199
2718,1983,0,1,0,0,0,6,0,0,0,2080,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,11,1,0,1,2.285025877
2718,1984,0,1,0,0,0,7,0,0,0,2080,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,11,0,0,1,2.436318187
2718,1985,0,1,0,0,0,8,0,0,0,2080,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,11,0,0,1,2.309577223
2718,1986,0,1,0,0,0,9,0,0,0,2080,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,11,1,0,1,2.352030017
2718,1987,0,1,0,0,0,10,0,0,0,2080,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,11,0,0,1,2.313064048
2721,1980,0,0,0,1,0,6,0,0,0,2080,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,0,0,0,1.543309746
2721,1981,0,0,0,0,0,7,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,9,1,0,0,1.562185028
2721,1982,0,0,0,1,0,8,0,0,0,1840,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,9,0,0,1,1.502950759
2721,1983,0,0,0,1,0,9,0,0,0,3176,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,0,0,0,0.880941974
2721,1984,1,0,0,0,0,10,0,0,0,2220,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,0,0,1,0.231112721
2721,1985,0,0,0,0,0,11,0,0,0,2440,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,9,0,1,0,1.200866523
2721,1986,0,0,1,0,0,12,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,9,0,0,0,0.909646189
2721,1987,0,0,0,1,0,13,0,0,0,1650,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,9,0,0,0,1.020701173
2733,1980,0,1,0,0,0,4,0,0,0,2080,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,1,0,0.754852386
2733,1981,0,1,0,0,0,5,0,0,0,2424,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,1,0,1.088661958
2733,1982,0,1,0,0,0,6,0,0,0,2496,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,1,1,1.017158812
2733,1983,0,1,0,0,0,7,0,0,0,2496,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,1,0,0.989703294
2733,1984,0,1,0,0,0,8,0,0,0,2496,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,1,1,1.010018491
2733,1985,0,1,0,0,0,9,0,0,0,2120,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,0,0,1.053766401
2733,1986,0,1,0,0,0,10,0,0,0,2626,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,12,0,0,0,0.925013666
2733,1987,0,1,0,0,0,11,0,0,0,3100,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,0,0,0.902428919
2741,1980,0,0,0,0,0,5,0,0,0,2080,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,1,0,1.447999567
2741,1981,0,0,0,0,0,6,0,0,0,2080,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,1,0,1.347073648
2741,1982,0,0,0,0,0,7,0,0,0,2080,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,1,0,1.285038257
2741,1983,0,0,0,0,0,8,0,0,0,2080,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,1,0,1.350716639
2741,1984,0,0,0,0,0,9,0,0,0,2080,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,0,1,1.435686306
2741,1985,0,0,0,0,0,10,0,0,0,2080,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,1,0,1.440539376
2741,1986,0,0,0,0,0,11,0,0,0,2080,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,1,0,1.628111178
2741,1987,0,0,0,0,0,12,0,0,0,2080,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,1,0,1.678757368
2745,1980,0,0,0,0,0,3,0,0,0,1480,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,12,0,1,0,1.788325373
2745,1981,0,0,0,0,0,4,0,0,0,2080,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,12,0,1,1,1.683545885
2745,1982,0,0,0,0,0,5,0,0,0,2080,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,12,0,1,0,1.872824922
